x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,PERIOD,CURRENT_FLAG,NORMAL_CODE,NORMAL_ID,PUBLICATION_CODE,DATE_CALCULATED,FIRST_OCCURRENCE_DATE,PROVINCE_CODE,PERIOD_BEGIN,PERIOD_END,FIRST_YEAR,FIRST_YEAR_NORMAL_PERIOD,LAST_YEAR,LAST_YEAR_NORMAL_PERIOD,YEAR_COUNT_NORMAL_PERIOD,TOTAL_OBS_COUNT,OCCURRENCE_COUNT,MAX_DURATION_MISSING_YEARS,PERCENT_OF_POSSIBLE_OBS,E_NORMAL_ELEMENT_NAME,F_NORMAL_ELEMENT_NAME,MONTH,VALUE
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.7,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,7,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.8,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,8,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.9,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,9,0
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.10,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,10,0.25
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.11,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2005,25,750,,0,96.15,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,11,6.51
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.12,NORM,Y,A,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,96.15,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,12,14.79
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.55.13,NORM,Y,C,55,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,9252,,2,98.72,StdDev total snowfall cm,Écart-type de la quantité totale de neige en cm,13,3.78
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.1,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Total precipitation mm,Précipitations totales en mm,1,262.22
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.2,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,734,,1,100,Total precipitation mm,Précipitations totales en mm,2,172.31
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.3,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Total precipitation mm,Précipitations totales en mm,3,168.43
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.4,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Total precipitation mm,Précipitations totales en mm,4,136.26
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.5,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,1,92.31,Total precipitation mm,Précipitations totales en mm,5,103.27
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.6,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,780,,0,100,Total precipitation mm,Précipitations totales en mm,6,82.49
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.7,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Total precipitation mm,Précipitations totales en mm,7,53.2
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.8,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Total precipitation mm,Précipitations totales en mm,8,54.85
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.9,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,100,Total precipitation mm,Précipitations totales en mm,9,76.83
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.10,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Total precipitation mm,Précipitations totales en mm,10,189.02
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.11,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2005,25,750,,0,96.15,Total precipitation mm,Précipitations totales en mm,11,293.36
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.12,NORM,Y,A,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,96.15,Total precipitation mm,Précipitations totales en mm,12,238.6
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.56.13,NORM,Y,C,56,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,9252,,2,98.72,Total precipitation mm,Précipitations totales en mm,13,1830.84
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.1,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,1,107.81
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.2,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,734,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,2,97.15
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.3,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,3,47.9
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.4,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,4,54.72
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.5,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,1,92.31,StdDev total precipitation mm,Écart-type des précipitations totales en mm,5,45.36
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.6,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,780,,0,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,6,47.34
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.7,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,7,36.58
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.8,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,8,55.07
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.9,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,9,41.81
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.10,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,StdDev total precipitation mm,Écart-type des précipitations totales en mm,10,94.01
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.11,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2005,25,750,,0,96.15,StdDev total precipitation mm,Écart-type des précipitations totales en mm,11,104.06
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.12,NORM,Y,A,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,96.15,StdDev total precipitation mm,Écart-type des précipitations totales en mm,12,69.79
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.57.13,NORM,Y,C,57,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,9252,,2,98.72,StdDev total precipitation mm,Écart-type des précipitations totales en mm,13,66.8
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.1,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",1,19.73
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.2,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,734,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",2,15.08
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.3,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",3,17.88
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.4,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",4,15.4
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.5,NORM,Y,C,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,1,92.31,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",5,13.79
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.6,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,780,,0,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",6,11.69
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.7,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",7,7.44
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.8,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",8,6.69
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.9,NORM,Y,C,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",9,9.58
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.10,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",10,16.04
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.11,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,780,,0,100,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",11,20.65
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.12,NORM,Y,A,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,96.15,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",12,19.56
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.61.13,NORM,Y,C,61,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,9282,,2,99.04,Days with rainfall GE 0.2 mm,"Jours avec chutes de pluie >= 0,2 mm",13,173.53
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.1,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,806,,1,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,1,12.73
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.2,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2007,26,734,,1,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,2,9.23
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.3,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,3,9.92
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.4,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,750,,1,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,4,8.4
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.5,NORM,Y,C,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,744,,1,92.31,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,5,6.79
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.6,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,780,,0,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,6,4.96
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.7,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,25,775,,1,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,7,3.28
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.8,NORM,Y,A,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,26,806,,0,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,8,3
-123.01491666666666,49.29794444444445,N VANCOUVER 2ND NARROWS,1105666,830.62.9,NORM,Y,C,62,1,2013-03-25 19:13:19,,BC,1981,2010,,1981,,2006,24,720,,2,100,Days with rainfall GE 5 mm,Jours avec chutes de pluie >= 5 mm,9,4.42
